Date,Material_ID,Material_Name,Raw_Material_Stock,Finished_Goods_Stock,Inventory_Turnover_Ratio,Lead_Time_Days,Supplier_Name,Supplier_Rating,Purchase_Quantity,Consumption_Quantity,Order_ID,Promised_Delivery_Date,Actual_Delivery_Date,Reorder_Level,Delivery_Type
2025-02-23,MAT0010,Fabric,8553,1885,7.09,17,"Washington, Saunders and Kelly",3,2299,2019,ORD32438,2025-03-08,2025-03-10,1701,Outbound
2022-12-18,MAT009,Resin,7051,3573,5.48,14,Johnson-Yu,1,4766,4402,ORD32035,2022-12-26,2022-12-24,1685,Inbound
2023-03-12,MAT006,Glass,9562,3658,8.61,16,"Mullins, Barnes and Pierce",2,2315,1918,ORD53189,2023-03-22,2023-03-22,1224,Inbound
2024-03-03,MAT003,Aluminum,1231,1605,8.35,16,Stevenson and Sons,1,1542,1409,ORD14268,2024-03-08,2024-03-07,858,Inbound
2023-07-09,MAT005,Rubber,5969,3321,9.15,6,Martinez LLC,5,4758,4231,ORD18218,2023-07-20,2023-07-22,1555,Outbound
2022-10-30,MAT006,Glass,5016,3783,10.36,18,"Ray, Weaver and White",1,1137,949,ORD56428,2022-11-12,2022-11-14,954,Outbound
2024-02-11,MAT007,Wood,6483,589,4.99,5,"Chavez, Roy and Porter",4,1623,1194,ORD65711,2024-02-17,2024-02-17,1605,Inbound
2023-09-24,MAT005,Rubber,6367,4306,9.18,14,Jacobs and Sons,4,2245,1587,ORD93566,2023-09-30,2023-10-01,1327,Inbound
2023-09-03,MAT005,Rubber,4513,3776,8.14,7,Edwards and Sons,1,3710,3383,ORD36942,2023-09-15,2023-09-15,554,Inbound
2024-09-29,MAT001,Steel,4856,1332,9.2,9,Miller Ltd,1,4429,3384,ORD11622,2024-10-07,2024-10-07,736,Outbound
2022-12-18,MAT002,Plastic,8171,3609,6.01,13,Daniel Inc,1,2448,2147,ORD19569,2022-12-27,2022-12-28,1620,Inbound
2025-02-02,MAT003,Aluminum,7115,3795,5.11,15,"Price, Hoffman and Martinez",4,1145,931,ORD61950,2025-02-08,2025-02-10,690,Outbound
2022-09-25,MAT003,Aluminum,3430,2189,7.71,12,"Baker, Conrad and Phelps",3,3814,3441,ORD53014,2022-10-09,2022-10-08,1131,Outbound
2023-06-18,MAT003,Aluminum,6951,874,4.88,12,Contreras-Mcclure,5,3376,2888,ORD16697,2023-06-28,2023-06-27,685,Outbound
2024-09-22,MAT003,Aluminum,4165,1513,7.14,11,Lee-Watson,2,4221,3507,ORD82427,2024-10-05,2024-10-03,1504,Inbound
2023-10-08,MAT001,Steel,2751,1914,8.54,17,Wright-Mercado,4,1235,1166,ORD38873,2023-10-21,2023-10-20,1637,Inbound
2024-12-22,MAT002,Plastic,3233,535,5.62,15,Riley-Robinson,1,2139,1911,ORD57857,2024-12-30,2024-12-28,1400,Inbound
2023-08-20,MAT005,Rubber,7075,950,9.63,9,Jefferson-Colon,3,2602,1933,ORD20066,2023-08-27,2023-08-27,888,Outbound
2023-09-24,MAT0010,Fabric,3635,2313,11.23,9,"Gutierrez, Meyer and Chapman",1,1190,902,ORD73041,2023-10-04,2023-10-03,960,Outbound
2022-05-29,MAT007,Wood,2600,3572,8.29,18,"Klein, Stokes and Williams",4,1088,810,ORD16248,2022-06-10,2022-06-08,1219,Inbound
2025-04-13,MAT001,Steel,1733,1293,7.27,19,Golden and Sons,4,2047,1861,ORD56570,2025-04-20,2025-04-21,1068,Outbound
2022-12-04,MAT007,Wood,6769,3864,9.2,19,Baird PLC,5,1578,1378,ORD21626,2022-12-17,2022-12-19,896,Outbound
2023-09-10,MAT003,Aluminum,5033,3589,8.89,9,Larsen-Jones,2,4481,4034,ORD89981,2023-09-16,2023-09-16,864,Outbound
2024-06-09,MAT008,Carbon Fiber,3438,2107,7.42,11,"Anderson, Nolan and Mcdonald",5,2640,2058,ORD37762,2024-06-20,2024-06-18,1325,Outbound
2023-03-12,MAT003,Aluminum,2636,3556,7.39,5,Hernandez-Cook,2,4053,2885,ORD26844,2023-03-24,2023-03-22,853,Inbound
2022-12-11,MAT003,Aluminum,5824,3861,8.18,12,"Torres, Watson and Alexander",5,4090,3553,ORD53945,2022-12-20,2022-12-22,1944,Inbound
2023-09-10,MAT008,Carbon Fiber,5160,2340,7.43,14,Padilla-Patterson,2,2202,1807,ORD50898,2023-09-22,2023-09-23,1911,Inbound
2025-01-26,MAT005,Rubber,2271,991,4.91,14,"Mcdonald, White and Blake",4,1343,1168,ORD62207,2025-01-31,2025-01-30,1168,Outbound
2022-11-27,MAT003,Aluminum,6677,4080,5.38,8,"Green, Moon and Callahan",1,2095,1469,ORD34979,2022-12-11,2022-12-09,1370,Outbound
2022-07-03,MAT004,Copper,9865,2613,9.32,16,Grant-Simmons,5,4786,3935,ORD60299,2022-07-12,2022-07-14,1378,Inbound
2023-02-05,MAT003,Aluminum,2749,708,9.09,12,Chapman and Sons,4,1471,1053,ORD53847,2023-02-19,2023-02-17,1588,Inbound
2023-06-04,MAT007,Wood,5735,4998,9.38,10,"Montoya, Miller and Gillespie",1,2099,1648,ORD62502,2023-06-14,2023-06-13,1124,Inbound
2022-08-28,MAT007,Wood,1627,1608,5.25,5,Andersen-Meyer,3,2227,1842,ORD17381,2022-09-07,2022-09-05,1674,Outbound
2022-09-18,MAT005,Rubber,6870,1738,4.89,11,Jones-Warner,2,4056,3729,ORD84150,2022-10-01,2022-09-29,921,Inbound
2024-01-28,MAT003,Aluminum,3827,899,6.71,5,Huerta Ltd,3,3767,2980,ORD64169,2024-02-03,2024-02-02,1047,Inbound
2022-11-27,MAT003,Aluminum,7401,3405,10.1,10,Holland PLC,3,1699,1330,ORD07453,2022-12-10,2022-12-08,1460,Outbound
2022-07-31,MAT004,Copper,2132,3295,6.07,15,"Stewart, Moore and Morrison",1,3997,3298,ORD81828,2022-08-09,2022-08-07,1979,Inbound
2023-05-21,MAT009,Resin,3559,3628,4.39,8,"Spence, Cruz and Sanchez",4,4264,3517,ORD83788,2023-05-28,2023-05-26,1489,Outbound
2023-03-19,MAT005,Rubber,7249,920,7.25,19,"Hernandez, Jordan and Ramirez",5,4382,3892,ORD83669,2023-03-24,2023-03-26,1293,Outbound
2025-03-30,MAT008,Carbon Fiber,8428,1629,11.85,10,Stark-Wood,1,1306,1208,ORD38081,2025-04-10,2025-04-08,994,Outbound
2023-05-07,MAT001,Steel,6659,4874,9.11,10,Livingston and Sons,3,1708,1464,ORD16172,2023-05-21,2023-05-23,540,Inbound
2023-06-04,MAT005,Rubber,5549,747,9.47,11,Scott-Davis,3,2150,1685,ORD36172,2023-06-15,2023-06-16,1167,Inbound
2023-09-10,MAT005,Rubber,1147,3000,6.52,17,"Valencia, Thompson and Mckenzie",3,3424,2581,ORD50262,2023-09-19,2023-09-21,863,Inbound
2024-04-07,MAT006,Glass,5365,1040,6.02,9,Jenkins and Sons,4,1738,1348,ORD96004,2024-04-16,2024-04-17,1945,Outbound
2023-10-08,MAT002,Plastic,3276,4850,6.47,17,Adams-Perez,4,1443,1020,ORD67916,2023-10-18,2023-10-16,1389,Inbound
2022-06-19,MAT003,Aluminum,9734,2953,9.39,17,Brooks-Cervantes,1,1504,1417,ORD21470,2022-07-02,2022-07-01,1136,Inbound
2025-04-20,MAT009,Resin,1385,4331,10.01,10,"Mcpherson, Whitney and Cannon",4,4819,3799,ORD77894,2025-04-29,2025-04-27,1979,Outbound
2025-02-16,MAT009,Resin,2070,3547,6.16,19,"Gonzalez, Lambert and Smith",3,1297,1030,ORD30156,2025-02-21,2025-02-21,713,Outbound
2022-06-05,MAT001,Steel,1793,1964,10.3,8,"Mathews, Carpenter and Cox",5,2819,2156,ORD93655,2022-06-19,2022-06-19,1592,Inbound
2023-11-12,MAT007,Wood,3961,2112,5.08,7,"Miller, Turner and Ortega",1,4210,3992,ORD30410,2023-11-20,2023-11-19,1392,Outbound
2022-06-12,MAT009,Resin,1378,1030,4.56,19,Estes and Sons,5,1511,1263,ORD40729,2022-06-22,2022-06-24,1595,Inbound
2024-05-12,MAT004,Copper,4503,2292,9.89,5,Alvarado PLC,5,3888,3240,ORD82661,2024-05-20,2024-05-20,614,Inbound
2024-09-01,MAT009,Resin,3686,4115,4.55,11,"Williams, Bryant and Arnold",2,1661,1199,ORD26246,2024-09-10,2024-09-08,936,Inbound
2023-10-01,MAT001,Steel,9048,2999,5.9,14,Smith Ltd,2,1884,1712,ORD52601,2023-10-07,2023-10-09,1478,Inbound
2024-06-23,MAT008,Carbon Fiber,7601,3590,8.93,18,"Rojas, Kidd and Riggs",2,3042,2274,ORD79899,2024-07-01,2024-07-02,1436,Inbound
2022-11-06,MAT005,Rubber,7718,2851,6.27,17,Richardson Inc,4,3946,2922,ORD15542,2022-11-19,2022-11-21,1204,Inbound
2023-06-18,MAT002,Plastic,2339,1252,9.98,11,Long-Farley,2,1391,1171,ORD15558,2023-06-28,2023-06-30,1458,Outbound
2023-10-29,MAT006,Glass,4637,3561,7.61,16,Williams and Sons,1,4825,4521,ORD87355,2023-11-08,2023-11-10,1147,Outbound
2023-07-30,MAT007,Wood,3726,3406,4.32,17,"Nelson, Duffy and Curry",2,1215,1071,ORD55862,2023-08-08,2023-08-06,1905,Inbound
2024-04-28,MAT005,Rubber,9819,3618,7.21,9,"Perez, Burke and Cohen",4,2618,2214,ORD43535,2024-05-06,2024-05-07,1137,Inbound
2023-03-26,MAT005,Rubber,8896,2726,5.76,8,Roach-Daniel,1,3021,2471,ORD48858,2023-03-31,2023-04-01,1823,Inbound
2024-05-12,MAT005,Rubber,4292,905,10.85,9,Anderson-Smith,2,3216,2404,ORD41901,2024-05-19,2024-05-19,570,Inbound
2022-10-16,MAT004,Copper,3244,1810,8.45,11,Cross-Johnson,5,1599,1247,ORD03595,2022-10-23,2022-10-25,727,Outbound
2024-06-09,MAT003,Aluminum,6763,2376,4.74,5,Tucker-Moore,3,4367,4139,ORD21854,2024-06-20,2024-06-19,1791,Outbound
2024-07-21,MAT002,Plastic,6978,4771,8.44,10,"Fleming, Elliott and Lloyd",2,1150,824,ORD23379,2024-07-29,2024-07-27,1084,Outbound
2024-02-04,MAT002,Plastic,5145,745,8.15,11,"Fields, Todd and Nunez",4,1398,1117,ORD41249,2024-02-11,2024-02-09,1623,Outbound
2025-03-23,MAT0010,Fabric,2578,4780,6.41,18,"Simmons, Chase and Brady",4,3106,2210,ORD37916,2025-04-05,2025-04-03,1743,Outbound
2023-07-02,MAT006,Glass,6460,2788,7.9,5,"Allen, Cook and Duran",1,2861,2341,ORD94251,2023-07-09,2023-07-10,1569,Inbound
2024-08-25,MAT006,Glass,8201,3723,5.15,11,Wilson Ltd,1,4121,3383,ORD86784,2024-09-06,2024-09-04,1765,Outbound
2023-10-01,MAT002,Plastic,9800,1564,5.37,12,Perkins-Andrews,4,2935,2303,ORD53145,2023-10-13,2023-10-15,577,Outbound
2025-03-02,MAT0010,Fabric,9056,4722,10.93,7,"Nelson, Carpenter and Yoder",2,1853,1651,ORD68001,2025-03-11,2025-03-12,585,Outbound
2022-08-21,MAT006,Glass,4074,3731,7.08,5,Phillips and Sons,3,2600,1852,ORD87364,2022-09-04,2022-09-05,828,Outbound
2023-06-25,MAT008,Carbon Fiber,5221,3533,4.89,14,Taylor-Brown,5,4527,3992,ORD78607,2023-07-01,2023-07-02,591,Outbound
2022-06-12,MAT004,Copper,2191,3793,7.12,9,Lambert-Sandoval,1,3060,2719,ORD14289,2022-06-23,2022-06-23,834,Inbound
2022-06-05,MAT003,Aluminum,7157,4928,8.9,11,Walker-Hernandez,3,3395,3175,ORD44101,2022-06-18,2022-06-20,1477,Outbound
2022-07-24,MAT009,Resin,1222,3478,11.39,11,Gonzalez and Sons,4,2493,1954,ORD15038,2022-07-31,2022-07-29,886,Outbound
2023-07-23,MAT001,Steel,6483,1893,7.97,5,Jones-Manning,2,2061,1671,ORD13249,2023-08-01,2023-08-03,1023,Outbound
2023-08-06,MAT0010,Fabric,2614,4517,4.28,13,Patterson Ltd,4,4771,4313,ORD78984,2023-08-13,2023-08-12,1162,Inbound
2024-07-21,MAT003,Aluminum,8312,2992,5.63,17,"Brooks, Smith and Long",4,1189,938,ORD27164,2024-07-29,2024-07-30,874,Outbound
2025-01-05,MAT003,Aluminum,4789,4405,9.62,11,Trevino-Robbins,3,4996,4543,ORD29857,2025-01-11,2025-01-11,1895,Inbound
2024-05-19,MAT002,Plastic,6266,3108,11.06,7,"Ryan, Morrison and Davis",4,1809,1600,ORD75571,2024-05-27,2024-05-26,1056,Inbound
2024-08-25,MAT001,Steel,9052,4135,10.6,12,"Valdez, Werner and Poole",4,2841,2071,ORD24023,2024-09-05,2024-09-03,900,Inbound
2024-09-15,MAT003,Aluminum,6174,2046,9.29,17,Sweeney-Jacobs,1,2374,1704,ORD85026,2024-09-22,2024-09-21,1151,Inbound
2022-06-19,MAT006,Glass,7276,3957,8.38,7,Gilbert and Sons,1,1731,1484,ORD11328,2022-06-24,2022-06-24,731,Outbound
2024-08-25,MAT009,Resin,3477,4977,7.41,14,"Smith, Watson and Daniel",3,2589,1988,ORD91884,2024-09-02,2024-08-31,1456,Inbound
2025-03-09,MAT002,Plastic,7259,3468,4.5,9,Perez-Jones,4,2268,2017,ORD34933,2025-03-14,2025-03-14,1816,Outbound
2022-06-05,MAT008,Carbon Fiber,3033,4080,11.83,8,Medina Inc,1,3785,2798,ORD09197,2022-06-13,2022-06-14,708,Outbound
2022-07-24,MAT0010,Fabric,7181,2787,11.6,16,Park-Friedman,4,2592,2081,ORD35671,2022-08-01,2022-08-02,1703,Outbound
2024-05-12,MAT005,Rubber,6757,1038,6.56,18,Blankenship LLC,2,3178,2929,ORD26886,2024-05-23,2024-05-22,1126,Inbound
2024-09-22,MAT009,Resin,3663,2811,10.52,16,Lee Ltd,3,1015,804,ORD72500,2024-09-28,2024-09-29,907,Outbound
2023-05-07,MAT001,Steel,3746,942,6.2,19,"Thomas, Kelly and Schroeder",3,2508,2144,ORD74702,2023-05-14,2023-05-15,650,Outbound
2022-05-29,MAT004,Copper,1618,512,7.68,5,"Hudson, Graves and Hernandez",1,3507,2961,ORD17989,2022-06-08,2022-06-06,1698,Outbound
2024-01-14,MAT008,Carbon Fiber,6502,2058,10.68,11,Smith-Alexander,4,3586,3179,ORD86795,2024-01-27,2024-01-29,1538,Outbound
2022-07-03,MAT0010,Fabric,6321,1308,5.44,17,Perez Inc,5,3896,2815,ORD63030,2022-07-17,2022-07-18,1570,Outbound
2023-07-30,MAT007,Wood,1575,3434,4.77,16,"Martinez, Cervantes and Ford",3,3683,3314,ORD00012,2023-08-06,2023-08-08,621,Outbound
2025-03-02,MAT002,Plastic,7089,1062,10.5,16,Navarro Group,2,3703,3300,ORD43708,2025-03-11,2025-03-11,1820,Outbound
2023-06-04,MAT0010,Fabric,2644,3441,8.46,5,Davis-Gonzalez,4,4636,4059,ORD96699,2023-06-11,2023-06-12,709,Outbound
2024-10-06,MAT0010,Fabric,2422,546,6.95,6,Nelson-Rodgers,5,2624,2423,ORD36050,2024-10-19,2024-10-17,712,Outbound
2022-11-27,MAT001,Steel,2405,3604,4.37,10,Joyce LLC,4,4485,3954,ORD15283,2022-12-07,2022-12-07,1095,Inbound
2023-12-31,MAT002,Plastic,4562,4077,11.29,11,Walker-Anderson,4,1809,1533,ORD75320,2024-01-13,2024-01-12,1482,Inbound
2023-10-01,MAT002,Plastic,7208,2726,6.76,15,"Williams, Baker and Smith",3,3490,3060,ORD30281,2023-10-12,2023-10-11,1013,Inbound
2023-04-23,MAT0010,Fabric,3433,2012,4.57,13,Anderson-Sanchez,2,4603,4355,ORD17521,2023-05-02,2023-05-03,1429,Inbound
2024-02-18,MAT0010,Fabric,4326,3600,5.67,12,"Owen, Gardner and Burnett",1,4256,3577,ORD65913,2024-03-02,2024-03-02,1041,Outbound
2025-01-12,MAT004,Copper,7465,3578,10.55,9,Hansen LLC,5,1119,936,ORD54186,2025-01-23,2025-01-22,1774,Outbound
2022-12-18,MAT007,Wood,4520,2469,11.3,15,Vasquez-Miranda,2,2852,2335,ORD67421,2022-12-29,2022-12-29,1586,Inbound
2025-04-27,MAT003,Aluminum,6163,3014,4.97,17,"Hill, Powers and Odonnell",2,4930,3686,ORD62398,2025-05-08,2025-05-10,568,Outbound
2022-07-17,MAT001,Steel,1430,1368,10.82,11,Webb PLC,4,4576,3571,ORD59942,2022-07-28,2022-07-30,969,Outbound
2024-03-31,MAT007,Wood,1750,4160,7.65,16,Kirk-Moran,1,4144,3192,ORD37276,2024-04-07,2024-04-08,1443,Outbound
2023-04-23,MAT004,Copper,1890,3916,4.99,14,Preston-Lewis,5,4830,3570,ORD08655,2023-05-06,2023-05-05,884,Outbound
2023-09-03,MAT009,Resin,8836,2694,9.15,12,Burns-Martinez,3,1811,1557,ORD67177,2023-09-14,2023-09-15,1029,Outbound
2025-04-27,MAT004,Copper,4522,777,4.06,9,Gray LLC,5,1397,1303,ORD59063,2025-05-03,2025-05-04,695,Inbound
2022-12-25,MAT004,Copper,3282,3133,11.99,7,Mills Group,5,3497,2477,ORD53085,2023-01-03,2023-01-03,1272,Inbound
2023-03-12,MAT001,Steel,5308,2431,11.58,14,Travis-Chen,2,3805,2854,ORD63780,2023-03-22,2023-03-20,1839,Outbound
2022-05-15,MAT004,Copper,8141,2150,7.42,5,"Garcia, Gonzalez and House",3,1519,1188,ORD97320,2022-05-21,2022-05-22,1307,Outbound
2024-02-11,MAT001,Steel,7784,2342,5.46,18,Moore and Sons,4,2939,2097,ORD23361,2024-02-23,2024-02-24,1821,Inbound
2025-03-02,MAT007,Wood,8975,4602,9.39,13,Carter-Dunn,1,1051,856,ORD43730,2025-03-13,2025-03-13,1878,Inbound
2025-02-23,MAT007,Wood,8000,4727,5.84,6,Harris-Holt,1,4623,3385,ORD95574,2025-03-07,2025-03-09,1378,Outbound
2023-09-03,MAT0010,Fabric,1083,2914,11.14,13,"Mcmahon, Anderson and Ferguson",1,2190,2033,ORD74054,2023-09-08,2023-09-08,1141,Inbound
2024-10-06,MAT003,Aluminum,4451,1242,7.72,13,Hernandez-Lyons,4,3314,2440,ORD39607,2024-10-20,2024-10-18,1642,Outbound
2024-07-14,MAT009,Resin,5372,2410,6.4,9,Warren LLC,1,1325,971,ORD27899,2024-07-25,2024-07-26,1326,Inbound
2022-12-04,MAT007,Wood,4787,2202,9.65,7,"Jackson, Lowe and Copeland",5,1099,936,ORD10572,2022-12-09,2022-12-07,1893,Outbound
2023-08-13,MAT008,Carbon Fiber,7840,2046,7.0,9,Lewis-Garza,5,3312,2381,ORD23080,2023-08-22,2023-08-21,1641,Inbound
2022-06-19,MAT003,Aluminum,5919,2854,11.86,10,Martinez and Sons,2,3168,2610,ORD88507,2022-06-24,2022-06-23,1261,Outbound
2023-07-09,MAT001,Steel,9610,1249,9.86,13,Griffin-Palmer,3,3456,2474,ORD48654,2023-07-15,2023-07-16,1195,Outbound
2022-08-21,MAT001,Steel,6829,1372,10.01,18,Gordon-Hutchinson,1,4210,3862,ORD21820,2022-09-02,2022-09-01,1402,Inbound
2023-04-09,MAT009,Resin,7031,4014,6.23,5,Thompson Group,1,3854,3233,ORD88009,2023-04-16,2023-04-17,879,Inbound
2023-04-16,MAT008,Carbon Fiber,9945,1995,5.25,18,Walker Group,3,2550,1864,ORD80586,2023-04-30,2023-04-28,1234,Inbound
2023-01-15,MAT0010,Fabric,7017,2795,5.5,10,Smith PLC,3,4102,3280,ORD55997,2023-01-22,2023-01-23,861,Outbound
2023-07-16,MAT003,Aluminum,3531,1643,4.95,14,Ferguson and Sons,1,4250,4036,ORD76461,2023-07-26,2023-07-26,1883,Inbound
2023-03-19,MAT008,Carbon Fiber,1427,4598,12.0,14,"Bryan, Frank and Wilson",2,4790,3442,ORD25952,2023-04-02,2023-04-04,1427,Inbound
2023-02-12,MAT004,Copper,1640,3684,9.81,14,Abbott Group,2,3386,2588,ORD14765,2023-02-17,2023-02-15,1988,Inbound
2022-09-04,MAT001,Steel,6198,753,5.28,7,Decker-Knight,1,3643,2918,ORD84444,2022-09-12,2022-09-10,804,Outbound
2023-02-12,MAT009,Resin,9728,2990,5.48,11,"Smith, Houston and Christian",4,1488,1166,ORD21701,2023-02-25,2023-02-25,1053,Inbound
2023-07-02,MAT004,Copper,2192,1416,9.65,8,Morales-Lyons,1,3634,2776,ORD33967,2023-07-13,2023-07-13,1058,Inbound
2023-04-16,MAT001,Steel,2555,3828,10.41,9,Washington Group,1,4176,3245,ORD25386,2023-04-29,2023-04-29,619,Inbound
2024-09-29,MAT006,Glass,3059,3799,4.66,17,Chung-Ortiz,1,3127,2363,ORD55339,2024-10-06,2024-10-06,1519,Inbound
2024-09-08,MAT006,Glass,7533,2308,6.25,9,"Tran, Arnold and Gray",3,3253,2763,ORD88251,2024-09-21,2024-09-21,1831,Outbound
2022-05-29,MAT002,Plastic,4761,3202,8.65,14,"Edwards, Mckinney and Lopez",4,2778,1966,ORD84419,2022-06-04,2022-06-03,1537,Inbound
2022-11-27,MAT006,Glass,9823,3025,7.65,5,Pope Ltd,2,3304,2727,ORD54101,2022-12-04,2022-12-03,884,Inbound
2023-04-02,MAT002,Plastic,1746,1989,7.12,15,Sosa Ltd,5,1500,1255,ORD91531,2023-04-16,2023-04-16,988,Outbound
2022-06-19,MAT006,Glass,6081,3534,7.63,19,Williams-Brown,1,4069,3015,ORD64560,2022-06-28,2022-06-26,1449,Inbound
2022-07-24,MAT008,Carbon Fiber,4914,1918,6.92,7,Murphy-Cook,5,1008,854,ORD84813,2022-08-02,2022-08-03,1085,Inbound
2022-10-09,MAT003,Aluminum,7136,625,9.29,17,Choi and Sons,5,1472,1196,ORD73058,2022-10-18,2022-10-16,1600,Outbound
2023-01-22,MAT009,Resin,2647,3188,6.23,11,Stone Ltd,5,3561,3229,ORD30245,2023-02-03,2023-02-02,1121,Outbound
2022-12-04,MAT007,Wood,5008,3252,6.17,6,"Adams, Ewing and Powell",5,4934,3890,ORD20073,2022-12-11,2022-12-13,750,Inbound
2024-11-10,MAT002,Plastic,2557,1618,7.33,8,Terry-Day,3,4243,3966,ORD18265,2024-11-16,2024-11-15,1344,Inbound
2022-11-06,MAT0010,Fabric,1520,719,8.44,19,"Parker, Williams and Anderson",2,4704,3406,ORD56903,2022-11-12,2022-11-12,1183,Outbound
2024-02-18,MAT004,Copper,8142,4256,6.34,14,"Griffin, Simpson and Roth",2,1753,1630,ORD45873,2024-02-27,2024-02-27,1725,Inbound
2024-03-03,MAT007,Wood,3553,2176,5.73,11,Webb-Wells,2,3325,2482,ORD13973,2024-03-09,2024-03-09,928,Outbound
2022-09-11,MAT002,Plastic,1436,667,4.51,12,Perry-Bowman,4,3237,2732,ORD70980,2022-09-21,2022-09-23,1817,Inbound
2025-04-27,MAT003,Aluminum,1444,941,4.68,17,Parker-Richards,5,4613,3344,ORD21028,2025-05-07,2025-05-05,1741,Inbound
2024-10-20,MAT002,Plastic,4977,1354,11.94,6,"Page, Howell and Harris",2,4603,4342,ORD44912,2024-10-25,2024-10-23,1198,Inbound
2024-11-17,MAT002,Plastic,6019,2931,5.28,7,"Henry, Murray and Wilson",3,1928,1431,ORD17329,2024-11-27,2024-11-27,1756,Inbound
2024-03-24,MAT005,Rubber,1627,2357,10.01,11,Trujillo PLC,4,1558,1286,ORD18505,2024-03-30,2024-03-31,1557,Inbound
2023-04-16,MAT0010,Fabric,9364,2173,6.34,8,Tran-Rodriguez,3,1019,814,ORD33860,2023-04-26,2023-04-27,950,Outbound
2025-04-06,MAT008,Carbon Fiber,8666,4946,9.35,8,Garrett Inc,4,3664,2725,ORD46986,2025-04-14,2025-04-12,1887,Inbound
2025-03-09,MAT005,Rubber,5355,1853,6.83,13,Mcfarland-Stone,4,4754,3734,ORD61641,2025-03-20,2025-03-22,619,Inbound
2025-04-13,MAT002,Plastic,9859,1617,10.62,14,Weaver Group,1,1650,1400,ORD09810,2025-04-19,2025-04-17,1703,Inbound
2024-02-04,MAT007,Wood,4226,3026,6.2,6,Conrad-Mcgrath,4,4102,2977,ORD34687,2024-02-11,2024-02-13,1763,Outbound
2023-08-13,MAT009,Resin,2798,2242,11.87,13,"Kramer, Garcia and Marsh",1,3644,3124,ORD81987,2023-08-25,2023-08-25,636,Outbound
2023-09-24,MAT006,Glass,6739,1980,5.9,14,Lawson Ltd,2,2269,2100,ORD15493,2023-10-04,2023-10-06,1900,Outbound
2024-07-14,MAT002,Plastic,3956,4751,9.92,8,Dougherty PLC,4,1794,1492,ORD59113,2024-07-22,2024-07-21,1851,Inbound
2023-01-08,MAT005,Rubber,4851,4096,6.15,6,Cox and Sons,2,4987,4142,ORD04302,2023-01-18,2023-01-16,1691,Outbound
2023-01-15,MAT005,Rubber,8354,3465,11.93,10,Coleman-Mclaughlin,1,3427,2492,ORD23118,2023-01-29,2023-01-31,762,Outbound
2023-04-16,MAT005,Rubber,1940,1681,7.29,16,"Ramirez, Hudson and Davis",1,2885,2385,ORD81977,2023-04-22,2023-04-21,1340,Inbound
2024-07-21,MAT005,Rubber,6738,4875,10.32,8,Perez-Richardson,1,2995,2741,ORD68114,2024-08-01,2024-07-31,1064,Inbound
2024-04-21,MAT008,Carbon Fiber,2127,2942,11.13,11,"Mcguire, Mann and Hall",2,1757,1559,ORD32825,2024-04-26,2024-04-25,1936,Outbound
2024-06-16,MAT006,Glass,5496,4500,9.81,16,Jenkins LLC,5,4049,3667,ORD32640,2024-06-25,2024-06-27,1279,Inbound
2023-02-26,MAT007,Wood,2536,2785,5.98,14,Church PLC,5,4252,3375,ORD82530,2023-03-10,2023-03-12,1225,Outbound
2023-07-02,MAT003,Aluminum,7914,1371,6.11,10,Smith Inc,5,3072,2436,ORD50479,2023-07-12,2023-07-11,1428,Outbound
2022-05-08,MAT001,Steel,7486,518,6.03,5,Williamson-Reese,5,4208,3032,ORD31623,2022-05-20,2022-05-19,509,Outbound
2024-05-05,MAT0010,Fabric,3304,2088,6.09,19,Griffin and Sons,2,3894,3644,ORD74778,2024-05-18,2024-05-18,1426,Outbound
2024-05-05,MAT001,Steel,9105,3267,6.37,19,Perry PLC,4,1325,1177,ORD06535,2024-05-16,2024-05-15,691,Inbound
2023-02-12,MAT004,Copper,9116,3688,5.21,18,"Herman, Rodgers and Costa",5,2577,2042,ORD97705,2023-02-25,2023-02-24,1239,Inbound
2024-07-14,MAT005,Rubber,1249,4936,7.82,17,"Hamilton, Daniels and Hutchinson",3,4862,4335,ORD68392,2024-07-26,2024-07-25,1919,Inbound
2023-10-08,MAT007,Wood,4496,779,5.99,11,Wagner PLC,3,4137,3383,ORD66739,2023-10-13,2023-10-11,1250,Inbound
2024-01-21,MAT005,Rubber,9378,1892,11.62,7,Meyers-Kerr,1,2757,2170,ORD88365,2024-02-03,2024-02-03,1114,Inbound
2024-05-19,MAT001,Steel,6237,847,6.54,15,Shaffer LLC,4,2324,1948,ORD83685,2024-05-24,2024-05-25,1078,Outbound
2024-08-18,MAT008,Carbon Fiber,2001,3728,7.46,15,"Bentley, Leon and Murray",5,1835,1568,ORD10311,2024-08-25,2024-08-25,1437,Inbound
2022-11-13,MAT001,Steel,6632,4502,10.88,16,Myers-Smith,4,2814,2475,ORD25545,2022-11-23,2022-11-23,1056,Outbound
2023-01-01,MAT0010,Fabric,2252,3840,5.2,12,"Mcguire, Gonzalez and Carpenter",4,3122,2239,ORD96486,2023-01-09,2023-01-08,790,Outbound
2023-04-30,MAT005,Rubber,5791,2685,10.31,7,Martinez-Hill,4,1937,1805,ORD63697,2023-05-07,2023-05-06,1601,Inbound
2025-03-02,MAT006,Glass,4047,4153,9.93,9,Vaughan and Sons,5,2068,1914,ORD03813,2025-03-11,2025-03-09,1457,Outbound
